Year Of Residence,reward program,Home Ownership,County,dummy for Children,Ethnicity,Language,City,Deliveryperiod,Source Channel,Age range,HH Income,weekly fee,Nielsen Prizm,is_churned
0.046968348777093265,-0.11590048533580517,0.0,1.0,1.0,27.0,7.0,27.0,18.0,37.0,4.0,4.0,1.0,7.0,1
0.5611610222819501,-0.11590048533580517,0.0,1.0,1.0,72.0,37.0,37.0,0.0,44.0,6.0,16.0,5.0,4.0,0
1.3324500325392354,-0.11590048533580517,0.0,1.0,0.0,52.0,26.0,11.0,20.0,46.0,8.0,12.0,9.0,4.0,1
0.8182573590343785,-0.11590048533580517,0.0,1.0,0.0,17.0,7.0,11.0,18.0,37.0,9.0,9.0,2.0,5.0,0
-0.12442920905785901,-0.11590048533580517,0.0,1.0,1.0,72.0,37.0,37.0,0.0,27.0,6.0,15.0,4.0,8.0,1
1.5038475903741877,-0.012402585485379437,0.0,1.0,1.0,51.0,25.0,45.0,0.0,9.0,6.0,8.0,7.0,1.0,1
-0.5529231036452397,-0.11590048533580517,0.0,1.0,0.0,6.0,7.0,35.0,3.0,14.0,8.0,8.0,6.0,4.0,1
-0.8957182193151443,-0.11590048533580517,1.0,1.0,0.0,32.0,7.0,43.0,18.0,14.0,1.0,3.0,6.0,7.0,1
0.8182573590343785,-0.11590048533580517,0.0,1.0,0.0,27.0,7.0,43.0,0.0,18.0,6.0,8.0,8.0,4.0,1
-0.9814169982326204,-0.11590048533580517,0.0,1.0,0.0,32.0,7.0,43.0,20.0,29.0,7.0,7.0,6.0,1.0,1
-0.8957182193151443,-0.11590048533580517,0.0,1.0,1.0,32.0,7.0,41.0,0.0,14.0,5.0,11.0,10.0,5.0,1
-0.9814169982326204,-0.11590048533580517,0.0,1.0,1.0,32.0,7.0,0.0,3.0,14.0,8.0,9.0,8.0,7.0,1
0.47546224336447396,-0.11590048533580517,0.0,1.0,0.0,32.0,7.0,17.0,20.0,9.0,11.0,0.0,7.0,7.0,1
0.30406468552952165,-0.11590048533580517,0.0,1.0,1.0,38.0,7.0,40.0,7.0,35.0,4.0,9.0,6.0,1.0,1
-0.12442920905785901,-0.11590048533580517,0.0,1.0,0.0,67.0,36.0,45.0,20.0,46.0,2.0,8.0,8.0,4.0,1
1.246751253621759,-0.11590048533580517,0.0,1.0,1.0,22.0,7.0,17.0,18.0,14.0,6.0,6.0,6.0,1.0,0
-1.0671157771500965,-0.11590048533580517,1.0,1.0,0.0,33.0,7.0,45.0,20.0,9.0,2.0,17.0,7.0,0.0,1
0.7325585801169023,0.8155806133180264,0.0,1.0,1.0,17.0,7.0,1.0,0.0,46.0,6.0,11.0,7.0,5.0,0
-0.8100194403976682,-0.11590048533580517,0.0,2.0,0.0,27.0,7.0,9.0,0.0,14.0,3.0,8.0,8.0,1.0,1
-0.5529231036452397,-0.11590048533580517,1.0,0.0,0.0,17.0,7.0,32.0,18.0,10.0,1.0,3.0,2.0,7.0,1
-0.8100194403976682,-0.11590048533580517,1.0,1.0,0.0,23.0,7.0,1.0,14.0,37.0,6.0,17.0,4.0,3.0,1
0.8182573590343785,-0.11590048533580517,0.0,1.0,0.0,17.0,7.0,51.0,18.0,14.0,8.0,14.0,3.0,8.0,0
-0.8100194403976682,-0.11590048533580517,0.0,1.0,0.0,32.0,7.0,40.0,3.0,39.0,1.0,5.0,6.0,1.0,1
-1.0671157771500965,-0.11590048533580517,1.0,1.0,0.0,17.0,7.0,21.0,12.0,46.0,6.0,3.0,8.0,1.0,1
-0.8100194403976682,-0.11590048533580517,1.0,1.0,0.0,27.0,7.0,11.0,20.0,9.0,4.0,2.0,6.0,7.0,1
-0.12442920905785901,-0.11590048533580517,1.0,1.0,0.0,17.0,7.0,45.0,0.0,39.0,7.0,0.0,4.0,0.0,1
-1.0671157771500965,-0.11590048533580517,1.0,1.0,0.0,11.0,7.0,1.0,0.0,9.0,1.0,0.0,4.0,0.0,1
1.3324500325392354,-0.11590048533580517,0.0,1.0,0.0,17.0,7.0,55.0,0.0,46.0,11.0,9.0,4.0,8.0,1
-0.038730430140382875,-0.11590048533580517,0.0,1.0,0.0,38.0,7.0,51.0,18.0,37.0,7.0,9.0,2.0,8.0,0
-1.0671157771500965,-0.11590048533580517,1.0,1.0,0.0,72.0,37.0,27.0,18.0,18.0,4.0,2.0,8.0,8.0,1
1.5895463692916638,-0.11590048533580517,0.0,1.0,1.0,27.0,30.0,45.0,18.0,37.0,10.0,6.0,4.0,4.0,1
-0.8100194403976682,-0.11590048533580517,0.0,1.0,0.0,22.0,7.0,27.0,18.0,37.0,7.0,7.0,2.0,4.0,0
-0.038730430140382875,-0.11590048533580517,0.0,1.0,0.0,38.0,20.0,27.0,18.0,27.0,5.0,10.0,2.0,8.0,0
0.8182573590343785,-0.11590048533580517,0.0,1.0,0.0,11.0,7.0,17.0,18.0,46.0,11.0,4.0,4.0,4.0,1
-0.12442920905785901,-0.11590048533580517,0.0,0.0,0.0,27.0,30.0,32.0,0.0,9.0,0.0,0.0,4.0,0.0,1
0.38976346444699783,-0.11590048533580517,1.0,1.0,0.0,22.0,7.0,42.0,18.0,37.0,7.0,4.0,1.0,4.0,0
-1.0671157771500965,0.19459321421547204,1.0,1.0,0.0,27.0,30.0,42.0,0.0,9.0,5.0,5.0,11.0,7.0,1
-1.0671157771500965,-0.11590048533580517,1.0,1.0,0.0,72.0,37.0,42.0,18.0,37.0,6.0,4.0,1.0,7.0,1
-0.8100194403976682,-0.11590048533580517,1.0,1.0,0.0,51.0,25.0,42.0,0.0,9.0,1.0,3.0,13.0,7.0,1
-0.6386218825627158,-0.11590048533580517,0.0,1.0,1.0,17.0,7.0,27.0,0.0,27.0,5.0,3.0,4.0,8.0,1
0.38976346444699783,-0.11590048533580517,0.0,1.0,0.0,27.0,7.0,17.0,0.0,46.0,8.0,15.0,8.0,5.0,1
0.38976346444699783,-0.11590048533580517,0.0,1.0,1.0,27.0,30.0,40.0,18.0,37.0,6.0,12.0,1.0,8.0,1
2.6179317163013778,-0.11590048533580517,0.0,1.0,0.0,33.0,7.0,29.0,0.0,14.0,10.0,8.0,8.0,4.0,1
0.046968348777093265,-0.11590048533580517,0.0,1.0,1.0,72.0,37.0,41.0,7.0,14.0,6.0,6.0,6.0,1.0,1
-0.8957182193151443,-0.11590048533580517,1.0,0.0,0.0,27.0,30.0,32.0,0.0,46.0,1.0,3.0,8.0,1.0,1
-0.6386218825627158,-0.11590048533580517,1.0,1.0,0.0,72.0,37.0,45.0,18.0,37.0,4.0,1.0,1.0,1.0,1
0.046968348777093265,-0.11590048533580517,0.0,1.0,0.0,49.0,8.0,43.0,0.0,14.0,5.0,4.0,8.0,4.0,1
1.67524514820914,-0.11590048533580517,0.0,1.0,0.0,23.0,7.0,1.0,0.0,46.0,11.0,5.0,8.0,4.0,0
-1.0671157771500965,-0.11590048533580517,1.0,1.0,0.0,72.0,37.0,1.0,0.0,46.0,1.0,0.0,4.0,7.0,1
-1.0671157771500965,-0.11590048533580517,1.0,0.0,0.0,72.0,37.0,32.0,20.0,9.0,2.0,1.0,4.0,7.0,1
2.1894378217139967,-0.11590048533580517,0.0,1.0,0.0,17.0,7.0,22.0,0.0,14.0,11.0,6.0,8.0,4.0,0
2.0180402638790444,-0.11590048533580517,0.0,1.0,0.0,33.0,7.0,1.0,18.0,37.0,8.0,1.0,4.0,5.0,1
-1.0671157771500965,-0.11590048533580517,1.0,1.0,0.0,55.0,7.0,0.0,3.0,14.0,2.0,5.0,6.0,7.0,1
-1.0671157771500965,-0.11590048533580517,1.0,1.0,0.0,29.0,15.0,0.0,18.0,37.0,1.0,5.0,1.0,7.0,1
-0.724320661480192,-0.11590048533580517,1.0,1.0,1.0,17.0,7.0,0.0,18.0,37.0,4.0,11.0,2.0,7.0,0
-0.9814169982326204,-0.11590048533580517,1.0,1.0,0.0,23.0,7.0,0.0,18.0,37.0,2.0,5.0,1.0,7.0,1
-0.9814169982326204,-0.11590048533580517,0.0,1.0,0.0,30.0,7.0,27.0,18.0,14.0,3.0,7.0,4.0,8.0,1
2.0180402638790444,-0.11590048533580517,0.0,1.0,0.0,17.0,7.0,22.0,0.0,46.0,11.0,2.0,11.0,1.0,1
1.246751253621759,-0.11590048533580517,0.0,1.0,0.0,22.0,7.0,55.0,18.0,37.0,11.0,10.0,2.0,2.0,1
2.0180402638790444,-0.11590048533580517,0.0,1.0,0.0,17.0,7.0,30.0,18.0,27.0,11.0,14.0,2.0,5.0,0
0.5611610222819501,-0.11590048533580517,0.0,1.0,1.0,17.0,7.0,27.0,18.0,47.0,5.0,0.0,2.0,8.0,1
0.1326671276945694,-0.11590048533580517,0.0,1.0,1.0,17.0,7.0,30.0,18.0,46.0,5.0,16.0,6.0,5.0,1
-0.724320661480192,-0.11590048533580517,1.0,1.0,0.0,27.0,30.0,22.0,18.0,14.0,0.0,1.0,4.0,0.0,1
-0.2958267668928113,-0.11590048533580517,0.0,1.0,1.0,27.0,30.0,1.0,0.0,14.0,5.0,4.0,8.0,5.0,1
-0.9814169982326204,-0.11590048533580517,0.0,1.0,0.0,17.0,7.0,27.0,18.0,37.0,1.0,3.0,1.0,0.0,1
-0.5529231036452397,-0.11590048533580517,1.0,1.0,1.0,17.0,7.0,1.0,14.0,46.0,2.0,1.0,4.0,0.0,1
-1.0671157771500965,-0.11590048533580517,0.0,1.0,0.0,22.0,7.0,30.0,18.0,37.0,3.0,6.0,1.0,7.0,0
0.38976346444699783,-0.11590048533580517,0.0,1.0,0.0,17.0,7.0,37.0,18.0,37.0,2.0,6.0,1.0,5.0,1
-0.9814169982326204,-0.11590048533580517,1.0,2.0,1.0,17.0,7.0,9.0,20.0,37.0,4.0,8.0,2.0,7.0,1
1.0753536957868068,-0.11590048533580517,0.0,1.0,0.0,27.0,30.0,55.0,18.0,46.0,6.0,9.0,4.0,5.0,1
0.8182573590343785,-0.11590048533580517,0.0,1.0,1.0,67.0,7.0,30.0,20.0,37.0,5.0,8.0,2.0,1.0,0
-0.9814169982326204,-0.11590048533580517,0.0,1.0,1.0,17.0,7.0,35.0,18.0,37.0,3.0,7.0,1.0,5.0,0
0.7325585801169023,-0.11590048533580517,0.0,1.0,0.0,17.0,7.0,30.0,0.0,48.0,8.0,15.0,5.0,5.0,0
-0.21012798797533516,-0.11590048533580517,0.0,1.0,1.0,35.0,7.0,30.0,14.0,29.0,4.0,9.0,4.0,5.0,1
2.1037390427965206,-0.11590048533580517,0.0,1.0,0.0,17.0,7.0,30.0,18.0,18.0,8.0,14.0,6.0,5.0,1
-1.0671157771500965,-0.11590048533580517,0.0,1.0,0.0,11.0,3.0,30.0,18.0,46.0,1.0,8.0,6.0,5.0,1
1.3324500325392354,-0.11590048533580517,0.0,1.0,0.0,55.0,7.0,35.0,0.0,46.0,7.0,10.0,4.0,5.0,1
-1.0671157771500965,-0.11590048533580517,1.0,1.0,0.0,17.0,7.0,29.0,20.0,14.0,11.0,17.0,7.0,3.0,1
1.8466427060440924,-0.11590048533580517,0.0,1.0,0.0,55.0,7.0,3.0,0.0,14.0,9.0,3.0,8.0,2.0,1
0.30406468552952165,-0.11590048533580517,0.0,1.0,0.0,27.0,30.0,22.0,18.0,37.0,6.0,3.0,1.0,4.0,1
-0.21012798797533516,-0.11590048533580517,0.0,1.0,0.0,72.0,37.0,21.0,18.0,37.0,6.0,7.0,2.0,1.0,1
2.0180402638790444,-0.11590048533580517,0.0,1.0,0.0,17.0,7.0,1.0,0.0,14.0,10.0,10.0,6.0,2.0,1
-0.12442920905785901,-0.11590048533580517,0.0,1.0,0.0,27.0,30.0,1.0,18.0,37.0,0.0,4.0,1.0,7.0,1
2.0180402638790444,-0.11590048533580517,0.0,1.0,0.0,72.0,37.0,37.0,0.0,14.0,11.0,14.0,5.0,5.0,0
-0.46722432472776354,-0.11590048533580517,0.0,1.0,0.0,32.0,7.0,37.0,15.0,46.0,10.0,9.0,4.0,5.0,1
-0.21012798797533516,-0.11590048533580517,0.0,2.0,0.0,72.0,37.0,9.0,18.0,43.0,6.0,11.0,4.0,2.0,1
-0.038730430140382875,-0.11590048533580517,1.0,1.0,0.0,27.0,7.0,1.0,20.0,9.0,9.0,4.0,3.0,0.0,1
1.760943927126616,-0.11590048533580517,0.0,1.0,0.0,72.0,37.0,35.0,0.0,14.0,10.0,12.0,8.0,8.0,1
-0.46722432472776354,4.438007108082927,0.0,1.0,0.0,28.0,7.0,30.0,0.0,14.0,10.0,5.0,6.0,5.0,0
-0.8957182193151443,-0.11590048533580517,0.0,1.0,0.0,11.0,7.0,51.0,18.0,37.0,4.0,2.0,2.0,2.0,0
-1.0671157771500965,-0.11590048533580517,0.0,0.0,0.0,27.0,7.0,14.0,20.0,9.0,3.0,8.0,6.0,1.0,1
-1.0671157771500965,-0.11590048533580517,0.0,1.0,0.0,72.0,37.0,11.0,20.0,6.0,4.0,6.0,4.0,7.0,1
-0.8957182193151443,-0.11590048533580517,1.0,0.0,0.0,17.0,7.0,32.0,20.0,9.0,7.0,1.0,3.0,0.0,1
1.0753536957868068,-0.11590048533580517,0.0,1.0,0.0,27.0,30.0,11.0,18.0,37.0,6.0,2.0,1.0,4.0,1
-0.2958267668928113,-0.11590048533580517,0.0,1.0,1.0,17.0,7.0,30.0,0.0,14.0,5.0,9.0,8.0,5.0,1
0.8182573590343785,-0.11590048533580517,0.0,1.0,1.0,23.0,7.0,35.0,20.0,46.0,6.0,16.0,4.0,2.0,1
0.7325585801169023,-0.11590048533580517,0.0,1.0,0.0,68.0,7.0,11.0,0.0,46.0,6.0,14.0,8.0,5.0,1
1.5038475903741877,0.5050869137667493,0.0,1.0,0.0,32.0,7.0,35.0,0.0,48.0,9.0,8.0,5.0,4.0,0
-0.5529231036452397,-0.11590048533580517,1.0,1.0,0.0,27.0,30.0,11.0,18.0,37.0,4.0,3.0,4.0,7.0,1
0.21836590661204555,-0.11590048533580517,0.0,1.0,0.0,20.0,7.0,11.0,0.0,9.0,7.0,9.0,8.0,5.0,1
-1.0671157771500965,-0.11590048533580517,0.0,1.0,0.0,17.0,7.0,27.0,18.0,36.0,4.0,8.0,2.0,4.0,0
0.30406468552952165,-0.11590048533580517,0.0,1.0,1.0,33.0,7.0,35.0,0.0,48.0,7.0,16.0,4.0,2.0,1
-0.9814169982326204,-0.11590048533580517,1.0,1.0,0.0,72.0,37.0,29.0,18.0,37.0,5.0,17.0,1.0,3.0,1
-0.9814169982326204,-0.11590048533580517,1.0,1.0,0.0,60.0,7.0,0.0,18.0,37.0,5.0,9.0,2.0,7.0,0
-0.724320661480192,-0.11590048533580517,1.0,1.0,0.0,27.0,30.0,45.0,0.0,9.0,5.0,17.0,8.0,0.0,1
1.67524514820914,-0.11590048533580517,0.0,1.0,0.0,32.0,7.0,1.0,0.0,27.0,11.0,6.0,9.0,8.0,0
-0.8100194403976682,-0.11590048533580517,0.0,1.0,1.0,52.0,26.0,1.0,18.0,37.0,3.0,9.0,1.0,1.0,1
1.67524514820914,-0.11590048533580517,0.0,1.0,0.0,29.0,15.0,1.0,0.0,46.0,10.0,5.0,4.0,5.0,1
-0.3815255458102874,-0.11590048533580517,1.0,1.0,0.0,27.0,30.0,11.0,20.0,9.0,7.0,6.0,6.0,7.0,1
-1.0671157771500965,-0.11590048533580517,0.0,1.0,0.0,27.0,30.0,22.0,18.0,37.0,5.0,0.0,2.0,1.0,1
-0.8100194403976682,-0.11590048533580517,1.0,1.0,0.0,38.0,7.0,0.0,0.0,37.0,4.0,9.0,7.0,7.0,1
-0.12442920905785901,2.3680491110744124,0.0,1.0,0.0,68.0,7.0,35.0,0.0,46.0,11.0,7.0,6.0,4.0,0
0.6468598011994262,-0.11590048533580517,0.0,1.0,0.0,72.0,37.0,30.0,0.0,14.0,11.0,7.0,13.0,4.0,0
-0.5529231036452397,-0.11590048533580517,0.0,1.0,0.0,11.0,7.0,35.0,0.0,14.0,6.0,16.0,8.0,8.0,1
-0.5529231036452397,-0.11590048533580517,0.0,1.0,0.0,11.0,7.0,35.0,0.0,27.0,6.0,16.0,5.0,8.0,0
0.046968348777093265,-0.11590048533580517,0.0,1.0,0.0,17.0,7.0,35.0,20.0,14.0,8.0,14.0,8.0,5.0,0
0.8182573590343785,-0.11590048533580517,0.0,1.0,0.0,17.0,7.0,30.0,0.0,46.0,7.0,8.0,11.0,5.0,1
-1.0671157771500965,-0.11590048533580517,1.0,0.0,0.0,17.0,7.0,32.0,18.0,9.0,0.0,1.0,3.0,0.0,1
-1.0671157771500965,-0.11590048533580517,0.0,0.0,0.0,11.0,3.0,14.0,0.0,14.0,4.0,8.0,4.0,4.0,1
-0.46722432472776354,-0.11590048533580517,0.0,1.0,1.0,11.0,7.0,55.0,19.0,46.0,7.0,11.0,4.0,5.0,1
1.8466427060440924,0.19459321421547204,0.0,1.0,0.0,55.0,7.0,30.0,0.0,44.0,7.0,16.0,7.0,5.0,1
-0.21012798797533516,-0.11590048533580517,0.0,1.0,0.0,17.0,7.0,30.0,0.0,46.0,2.0,6.0,6.0,5.0,1
-0.6386218825627158,-0.11590048533580517,0.0,1.0,1.0,27.0,30.0,35.0,0.0,6.0,3.0,8.0,1.0,5.0,1
-0.8957182193151443,-0.11590048533580517,1.0,1.0,1.0,68.0,7.0,42.0,3.0,14.0,10.0,9.0,6.0,7.0,1
-1.0671157771500965,-0.11590048533580517,1.0,1.0,0.0,17.0,7.0,42.0,18.0,37.0,8.0,5.0,2.0,0.0,1
-0.5529231036452397,0.19459321421547204,1.0,1.0,0.0,23.0,7.0,42.0,0.0,46.0,3.0,4.0,8.0,0.0,1
-1.0671157771500965,-0.11590048533580517,1.0,1.0,0.0,27.0,7.0,42.0,0.0,27.0,2.0,7.0,2.0,0.0,0
0.21836590661204555,-0.11590048533580517,0.0,1.0,1.0,33.0,7.0,35.0,18.0,14.0,6.0,16.0,7.0,2.0,0
-0.9814169982326204,-0.11590048533580517,0.0,1.0,0.0,17.0,7.0,30.0,0.0,9.0,0.0,0.0,8.0,0.0,1
0.38976346444699783,-0.11590048533580517,0.0,1.0,0.0,17.0,7.0,29.0,0.0,29.0,8.0,1.0,8.0,3.0,1
0.7325585801169023,1.1260743128693036,0.0,1.0,1.0,17.0,7.0,35.0,0.0,14.0,11.0,8.0,12.0,5.0,0
0.5611610222819501,-0.11590048533580517,0.0,1.0,0.0,27.0,30.0,30.0,20.0,9.0,8.0,9.0,2.0,1.0,1
2.1037390427965206,-0.11590048533580517,0.0,0.0,1.0,20.0,7.0,32.0,14.0,9.0,11.0,1.0,4.0,4.0,1
0.30406468552952165,-0.11590048533580517,0.0,1.0,0.0,27.0,7.0,40.0,18.0,37.0,11.0,6.0,2.0,5.0,1
-0.21012798797533516,-0.11590048533580517,0.0,1.0,1.0,72.0,37.0,35.0,16.0,44.0,7.0,12.0,7.0,5.0,1
-0.8957182193151443,-0.11590048533580517,0.0,1.0,1.0,17.0,7.0,30.0,0.0,14.0,4.0,4.0,7.0,4.0,1
1.4181488114567116,-0.11590048533580517,0.0,1.0,0.0,54.0,7.0,35.0,0.0,14.0,11.0,7.0,9.0,4.0,1
-0.6386218825627158,-0.11590048533580517,0.0,1.0,0.0,17.0,7.0,17.0,18.0,37.0,9.0,0.0,1.0,7.0,1
2.0180402638790444,-0.11590048533580517,0.0,1.0,0.0,17.0,7.0,1.0,0.0,14.0,9.0,5.0,5.0,4.0,0
1.246751253621759,-0.11590048533580517,1.0,1.0,0.0,27.0,30.0,40.0,12.0,6.0,7.0,0.0,4.0,7.0,1
-0.724320661480192,-0.11590048533580517,0.0,1.0,0.0,11.0,7.0,40.0,18.0,37.0,2.0,8.0,1.0,8.0,1
-0.724320661480192,-0.11590048533580517,0.0,1.0,0.0,11.0,7.0,40.0,0.0,6.0,2.0,8.0,1.0,8.0,1
-0.038730430140382875,-0.11590048533580517,1.0,1.0,0.0,27.0,30.0,40.0,0.0,9.0,5.0,0.0,4.0,6.0,1
-0.6386218825627158,-0.11590048533580517,0.0,1.0,0.0,17.0,7.0,30.0,0.0,9.0,5.0,4.0,2.0,1.0,1
-0.724320661480192,-0.11590048533580517,0.0,1.0,0.0,27.0,30.0,30.0,0.0,29.0,2.0,0.0,8.0,1.0,1
0.5611610222819501,-0.11590048533580517,0.0,1.0,0.0,27.0,30.0,30.0,18.0,37.0,6.0,7.0,1.0,1.0,1
-1.0671157771500965,-0.11590048533580517,0.0,1.0,0.0,17.0,7.0,30.0,18.0,43.0,11.0,5.0,2.0,1.0,0
-0.9814169982326204,-0.11590048533580517,0.0,1.0,0.0,72.0,37.0,1.0,18.0,37.0,0.0,17.0,1.0,1.0,1
-0.8957182193151443,-0.11590048533580517,0.0,1.0,1.0,33.0,17.0,35.0,0.0,14.0,7.0,9.0,13.0,5.0,1
-1.0671157771500965,-0.11590048533580517,0.0,1.0,0.0,33.0,7.0,30.0,20.0,46.0,1.0,8.0,10.0,5.0,1
-1.0671157771500965,-0.11590048533580517,1.0,1.0,0.0,23.0,7.0,11.0,0.0,14.0,11.0,5.0,8.0,3.0,1
-0.724320661480192,-0.11590048533580517,1.0,1.0,0.0,27.0,7.0,1.0,20.0,10.0,4.0,17.0,7.0,0.0,0
-0.8957182193151443,-0.11590048533580517,0.0,1.0,0.0,15.0,7.0,30.0,18.0,37.0,1.0,8.0,1.0,5.0,1
-0.3815255458102874,-0.11590048533580517,1.0,1.0,0.0,17.0,7.0,1.0,0.0,0.0,1.0,17.0,2.0,7.0,1
0.046968348777093265,-0.11590048533580517,0.0,1.0,0.0,4.0,1.0,30.0,18.0,9.0,10.0,2.0,4.0,1.0,1
0.30406468552952165,-0.11590048533580517,0.0,1.0,0.0,17.0,7.0,30.0,18.0,47.0,6.0,5.0,2.0,0.0,1
0.1326671276945694,-0.11590048533580517,0.0,0.0,1.0,27.0,30.0,32.0,0.0,9.0,7.0,0.0,2.0,1.0,0
0.47546224336447396,-0.11590048533580517,1.0,1.0,0.0,68.0,7.0,11.0,18.0,46.0,3.0,6.0,4.0,1.0,1
-0.038730430140382875,-0.11590048533580517,0.0,1.0,0.0,14.0,5.0,29.0,14.0,46.0,11.0,0.0,7.0,4.0,1
-0.8957182193151443,-0.11590048533580517,0.0,1.0,1.0,33.0,7.0,35.0,3.0,48.0,6.0,14.0,8.0,2.0,1
-0.46722432472776354,-0.11590048533580517,0.0,1.0,1.0,23.0,7.0,27.0,0.0,46.0,2.0,3.0,4.0,8.0,1
0.9039561379518547,-0.11590048533580517,0.0,1.0,1.0,17.0,7.0,35.0,0.0,29.0,7.0,15.0,8.0,2.0,1
-1.0671157771500965,-0.11590048533580517,0.0,0.0,0.0,11.0,7.0,14.0,3.0,14.0,4.0,8.0,6.0,7.0,1
-0.21012798797533516,-0.11590048533580517,0.0,1.0,0.0,32.0,7.0,11.0,18.0,14.0,9.0,2.0,6.0,7.0,0
0.046968348777093265,-0.11590048533580517,0.0,1.0,0.0,55.0,7.0,29.0,0.0,14.0,10.0,5.0,10.0,4.0,1
0.1326671276945694,-0.11590048533580517,0.0,1.0,1.0,17.0,7.0,30.0,18.0,37.0,5.0,8.0,2.0,5.0,1
0.046968348777093265,-0.11590048533580517,0.0,1.0,1.0,55.0,7.0,30.0,18.0,39.0,5.0,9.0,4.0,5.0,1
0.9039561379518547,-0.11590048533580517,0.0,2.0,1.0,33.0,7.0,9.0,18.0,37.0,5.0,8.0,2.0,2.0,1
-0.5529231036452397,-0.11590048533580517,0.0,1.0,0.0,33.0,7.0,30.0,18.0,37.0,7.0,8.0,2.0,5.0,1
-0.6386218825627158,-0.11590048533580517,0.0,1.0,1.0,23.0,7.0,20.0,18.0,44.0,4.0,5.0,6.0,5.0,1
-1.0671157771500965,-0.11590048533580517,1.0,1.0,0.0,32.0,7.0,17.0,18.0,27.0,3.0,1.0,2.0,7.0,0
-0.9814169982326204,-0.11590048533580517,1.0,1.0,0.0,17.0,7.0,17.0,0.0,9.0,0.0,0.0,7.0,7.0,1
-0.8957182193151443,-0.11590048533580517,0.0,1.0,0.0,23.0,7.0,21.0,18.0,9.0,8.0,9.0,6.0,8.0,1
2.1894378217139967,-0.11590048533580517,0.0,0.0,0.0,55.0,7.0,22.0,0.0,44.0,11.0,9.0,5.0,5.0,0
-0.3815255458102874,-0.11590048533580517,1.0,1.0,0.0,27.0,30.0,22.0,18.0,9.0,8.0,17.0,2.0,0.0,0
-0.5529231036452397,-0.11590048533580517,0.0,1.0,0.0,27.0,30.0,22.0,18.0,37.0,7.0,0.0,4.0,0.0,1
0.47546224336447396,-0.11590048533580517,1.0,1.0,0.0,27.0,30.0,11.0,0.0,9.0,3.0,17.0,11.0,0.0,1
1.5038475903741877,-0.11590048533580517,0.0,1.0,0.0,35.0,7.0,17.0,0.0,46.0,10.0,7.0,7.0,1.0,0
0.38976346444699783,-0.11590048533580517,0.0,1.0,0.0,68.0,7.0,13.0,0.0,14.0,10.0,14.0,5.0,5.0,0
-0.5529231036452397,-0.11590048533580517,0.0,1.0,0.0,55.0,7.0,27.0,0.0,46.0,7.0,8.0,8.0,8.0,1
-0.5529231036452397,-0.11590048533580517,0.0,1.0,0.0,55.0,7.0,27.0,18.0,46.0,7.0,8.0,4.0,8.0,1
-0.038730430140382875,-0.11590048533580517,0.0,1.0,1.0,27.0,30.0,30.0,18.0,37.0,5.0,5.0,1.0,7.0,1
2.703630495218854,-0.11590048533580517,0.0,0.0,0.0,27.0,30.0,32.0,0.0,0.0,10.0,9.0,2.0,4.0,1
-0.8957182193151443,-0.11590048533580517,0.0,1.0,0.0,50.0,7.0,30.0,18.0,37.0,3.0,6.0,1.0,1.0,1
0.30406468552952165,-0.11590048533580517,0.0,1.0,0.0,27.0,7.0,30.0,0.0,18.0,5.0,5.0,12.0,7.0,1
0.9039561379518547,-0.012402585485379437,0.0,1.0,0.0,33.0,7.0,30.0,0.0,14.0,7.0,16.0,6.0,5.0,0
-0.5529231036452397,-0.11590048533580517,0.0,1.0,0.0,20.0,7.0,30.0,20.0,9.0,5.0,7.0,6.0,7.0,1
-0.9814169982326204,-0.11590048533580517,1.0,0.0,0.0,11.0,3.0,32.0,18.0,37.0,2.0,1.0,2.0,0.0,1
1.9323414849615685,-0.11590048533580517,0.0,3.0,0.0,27.0,7.0,8.0,3.0,14.0,9.0,12.0,8.0,5.0,1
1.3324500325392354,-0.11590048533580517,0.0,1.0,0.0,23.0,7.0,30.0,18.0,29.0,10.0,11.0,4.0,7.0,1
-1.0671157771500965,-0.11590048533580517,1.0,1.0,0.0,27.0,7.0,40.0,20.0,9.0,6.0,2.0,3.0,7.0,1
0.8182573590343785,-0.11590048533580517,0.0,1.0,0.0,67.0,36.0,30.0,20.0,9.0,7.0,4.0,4.0,7.0,1
-0.038730430140382875,-0.11590048533580517,0.0,1.0,0.0,54.0,7.0,35.0,18.0,37.0,8.0,14.0,1.0,5.0,0
-0.8100194403976682,-0.11590048533580517,0.0,1.0,0.0,72.0,37.0,35.0,20.0,9.0,1.0,0.0,6.0,1.0,1
0.21836590661204555,-0.11590048533580517,0.0,1.0,0.0,36.0,7.0,35.0,18.0,37.0,3.0,7.0,2.0,0.0,1
1.3324500325392354,-0.11590048533580517,0.0,0.0,0.0,67.0,7.0,32.0,18.0,37.0,6.0,17.0,2.0,1.0,1
-0.8957182193151443,-0.11590048533580517,1.0,1.0,1.0,32.0,7.0,27.0,0.0,29.0,3.0,8.0,11.0,8.0,1
2.1894378217139967,-0.11590048533580517,0.0,1.0,0.0,17.0,7.0,35.0,18.0,37.0,11.0,0.0,1.0,1.0,1
-0.46722432472776354,-0.11590048533580517,0.0,0.0,0.0,27.0,7.0,32.0,0.0,9.0,6.0,8.0,8.0,1.0,1
-0.038730430140382875,-0.11590048533580517,0.0,1.0,0.0,23.0,7.0,29.0,20.0,14.0,11.0,4.0,4.0,4.0,0
